32.689	-15.622
31.279	-16.684
30.343	-16.571
32.059	-16.615
30.385	-18.864
30.079	-17.365
28.925	-15.981
28.370	-14.844
28.500	-15.145
29.031	-15.346
27.975	-16.788
28.586	-15.409
29.142	-16.606
29.563	-16.831
30.873	-17.929
31.237	-15.023
30.720	-17.502
28.739	-13.344
28.257	-12.792
29.129	-10.197
27.320	-13.494
26.591	-13.266
24.979	-12.576
27.092	-13.664
27.423	-12.159
29.760	-13.788
29.451	-13.419
31.081	-13.369
31.189	-12.319
34.057	-14.283
32.578	-10.658
29.709	-9.766
30.041	-10.871
30.192	-11.997
31.146	-12.809
31.084	-13.513
29.889	-13.832
31.039	-12.409
29.084	-11.412
28.234	-11.458
28.895	-10.003
28.995	-11.042
27.056	-10.625
27.463	-10.895
28.329	-10.238
29.257	-12.290
28.313	-10.047
28.230	-14.112
30.204	-12.007
29.203	-14.271
29.246	-13.460
28.438	-12.067
26.305	-12.889
26.970	-10.694
28.452	-12.296
26.872	-13.053
27.164	-11.791
25.615	-13.216
28.730	-12.681
27.582	-12.644
27.750	-11.947
27.404	-12.122
28.259	-11.499
30.236	-13.429
27.626	-11.642
27.927	-12.680
26.843	-12.080
29.995	-10.913
26.414	-11.471
25.662	-12.150
27.972	-12.878
27.676	-14.075
29.741	-13.556
27.113	-12.805
27.988	-13.512
29.018	-13.032
30.876	-12.911
26.989	-12.859
27.898	-11.766
28.767	-12.677
26.790	-11.778
27.579	-12.838
28.251	-12.539
27.576	-11.027
27.642	-10.189
28.467	-11.964
26.895	-10.759
28.219	-12.377
28.430	-12.779
28.150	-12.311
28.579	-11.712
28.949	-12.601
27.582	-12.705
27.330	-11.557
27.059	-11.626
26.686	-12.084
27.592	-12.280
28.604	-10.121
29.948	-12.576
27.377	-11.966
26.443	-12.163
27.011	-12.451
25.204	-13.655
26.855	-13.067
26.159	-12.465
23.920	-13.011
25.722	-12.969
27.365	-13.551
28.404	-13.388
26.770	-13.328
27.237	-10.384
24.636	-10.369
26.692	-11.299
25.025	-12.120
26.432	-11.724
24.527	-11.409
25.870	-10.910
23.664	-10.717
24.348	-11.428
27.138	-12.078
28.119	-12.436
25.399	-11.746
26.666	-12.921
26.563	-10.869
25.735	-11.067
26.090	-10.979
24.577	-12.353
26.370	-13.072
27.594	-12.566
24.369	-11.664
24.562	-12.026
24.470	-12.190
23.894	-13.453
25.545	-12.461
23.574	-12.011
24.023	-12.126
24.327	-12.428
24.645	-12.136
23.872	-11.384
24.751	-11.271
21.155	-12.134
22.757	-11.016
24.382	-12.403
22.575	-11.132
24.632	-11.936
23.668	-11.802
22.692	-10.955
23.053	-11.197
26.183	-11.296
24.660	-11.936
24.094	-11.335
25.949	-12.260
24.874	-12.866
25.026	-12.701
24.261	-12.239
23.627	-12.786
22.958	-12.189
24.790	-11.689
23.544	-11.508
25.041	-12.713
24.622	-12.766
23.514	-13.315
25.540	-11.619
23.253	-13.507
24.853	-12.130
25.188	-12.595
25.092	-14.241
24.788	-13.021
25.775	-14.153
24.703	-11.745
23.703	-12.955
24.377	-12.077
23.062	-9.619
25.899	-12.834
26.264	-11.630
22.982	-11.155
23.355	-10.903
21.426	-10.456
24.154	-12.881
23.701	-14.078
22.862	-10.968
24.289	-12.131
25.800	-12.275
23.754	-11.506
22.852	-12.421
25.030	-11.934
24.486	-11.649
24.341	-12.009
25.069	-12.360
25.788	-10.996
24.262	-11.109
24.527	-11.687
24.188	-11.362
22.863	-12.181
24.262	-12.432
23.770	-11.153
24.364	-12.646
23.952	-11.810
23.970	-11.642
24.891	-11.318
24.934	-13.494
23.813	-12.231
24.217	-13.747
22.508	-10.762
20.254	-10.613
22.134	-11.414
23.617	-13.342
25.179	-11.755
23.285	-12.835
24.846	-13.280
24.251	-12.924
23.806	-12.840
24.124	-12.532
22.714	-12.784
25.031	-12.887
