3.087	-2.171
2.001	-0.988
4.431	-4.070
5.528	-5.089
3.386	-1.881
5.186	-1.099
2.617	-1.495
2.784	-3.445
5.228	-5.407
5.473	-3.935
3.521	-3.904
3.378	-2.759
3.617	-2.870
3.752	-2.734
2.956	-3.920
2.702	-1.612
3.388	-0.049
1.430	-0.927
2.992	-1.218
3.328	-2.296
2.858	-2.446
3.054	-3.001
1.839	0.037
1.261	-1.967
1.377	-3.093
1.363	-0.747
1.793	-2.406
0.645	-0.723
1.312	-0.688
2.109	-3.001
2.787	-2.290
4.321	-3.380
2.249	-1.239
4.611	-3.055
5.545	-2.047
4.003	-1.718
4.427	-2.973
3.644	-3.742
3.914	-3.424
2.427	-5.045
2.120	-2.892
2.294	-2.194
3.986	-2.764
2.684	-1.087
3.150	0.534
2.540	-1.262
2.839	-0.872
3.074	-0.731
2.562	-1.072
0.563	0.967
2.121	0.436
2.231	-0.883
2.172	1.044
2.481	-0.443
0.594	1.222
0.998	0.267
2.312	0.893
1.195	0.375
1.862	-1.327
3.092	-2.031
2.376	-1.495
2.975	-1.118
3.593	-2.214
3.827	-4.648
4.344	-3.474
4.083	-2.968
3.173	-3.387
3.680	-4.159
5.669	-3.359
5.587	-4.180
6.691	-5.068
5.869	-4.221
3.642	-2.817
4.544	-5.190
5.838	-5.299
5.863	-4.356
5.605	-4.646
5.083	-5.481
5.346	-6.054
6.783	-5.106
6.311	-4.722
6.092	-4.897
5.610	-4.346
5.248	-5.105
5.787	-4.433
5.256	-6.148
6.740	-6.097
5.610	-6.541
7.650	-7.531
8.176	-7.666
4.301	-4.795
6.398	-4.281
6.920	-5.742
7.384	-2.461
7.781	-3.538
7.066	-5.623
8.626	-5.616
7.617	-5.956
7.297	-4.484
6.826	-5.367
6.957	-5.885
5.406	-4.431
7.765	-7.655
6.040	-5.101
4.134	-5.660
4.619	-4.964
3.722	-4.067
5.331	-5.325
5.923	-3.894
6.644	-2.691
6.549	-8.390
7.566	-6.986
6.539	-5.608
6.942	-6.353
5.184	-5.147
4.901	-5.822
7.400	-6.626
6.628	-6.861
8.110	-8.683
7.919	-6.123
4.946	-4.585
6.446	-3.563
8.729	-7.545
7.367	-5.863
6.276	-3.892
6.255	-3.158
6.854	-5.352
9.560	-4.484
7.635	-4.444
9.887	-4.447
9.161	-5.576
10.278	-4.275
10.718	-4.688
11.940	-7.097
10.830	-6.516
11.260	-8.208
10.743	-6.580
10.801	-2.652
8.175	-7.119
9.800	-6.098
9.024	-7.057
7.347	-7.182
8.972	-9.034
6.079	-6.024
6.365	-8.821
6.048	-11.251
6.470	-11.070
11.253	-8.518
12.152	-7.778
12.963	-9.432
14.526	-7.837
13.712	-11.570
11.706	-11.361
11.766	-5.738
12.962	-8.268
8.881	-14.205
7.842	-11.189
7.372	-14.550
7.290	-9.466
7.217	-8.851
10.486	-7.820
10.071	-5.380
14.569	-1.154
12.749	-0.349
10.674	-2.073
